"GenusspeciesAmazonfishbase2";"Genusspecies.Amazon.fishbase";"Genusspecies.base.morpho";"EdHd";"MoBd";"JlHd";"EhBd";"BlBd";"HdBd";"PFiBd";"PFlBl";"CFdCPd";"Length";"spAmazFish"
"Hypoptopoma_bianale";"Hypoptopoma.bianale";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Hypoptopoma_bianale"
"Hypoptopoma_brevirostratum";"Hypoptopoma.brevirostratum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Hypoptopoma_brevirostratum"
"Hypoptopoma_elongatum";"Hypoptopoma.elongatum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Hypoptopoma_elongatum"
"Hypoptopoma_gulare";"Hypoptopoma.gulare";"Hypoptopoma.gulare";0.4564736842;0;0;0.1565217391;5.2177478261;0.4956521739;0;0.2635736558;2.3091636364;10;"Hypoptopoma_gulare"
"Hypoptopoma_incognitum";"Hypoptopoma.incognitum";"Hypoptopoma.incognitum";0.4507042254;0;0;0.3165467626;4.6643165468;0.5107913669;0;0.3026637258;4.2923504957;19.2173333333;"Hypoptopoma_incognitum"
"Hypoptopoma_inexspectatum";"Hypoptopoma.inexspectatum";"Hypoptopoma.inexspectatum";0.5001874766;0;0;0.3149537037;5.2408148148;0.5926666667;0;0.2579468841;2.2404414079;7;"NO_INFO"
"Hypoptopoma_psilogaster";"Hypoptopoma.psilogaster";"Hypoptopoma.psilogaster";0.5107386412;0;0;0.3294697949;6.7923627539;0.6464100188;0;0.2234322446;3.5847606575;7;"Hypoptopoma_psilogaster"
"Hypoptopoma_spectabile";"Hypoptopoma.spectabile";"Hypoptopoma.spectabile";0.4147867229;0;0;0.5100744963;5.7500224989;0.8200189991;0;0.2596068734;2.4021291881;3;"Hypoptopoma_spectabile"
"Hypoptopoma_steindachneri";"Hypoptopoma.steindachneri";"Hypoptopoma.steindachneri";0.4998712453;0;0;0.1742583943;4.6879434159;0.5715287487;0;0.2620322732;2.4733994511;10;"Hypoptopoma_steindachneri"
"Hypoptopoma_sternoptychum";"Hypoptopoma.sternoptychum";"Hypoptopoma.sternoptychum";0.527740866;0;0;0.3166561115;4.7665327822;0.6333705543;0;0.3671676547;2.441757475;3;"Hypoptopoma_sternoptychum"
"Hypoptopoma_thoracatum";"Hypoptopoma.thoracatum";"Hypoptopoma.thoracatum";0.4625304592;0;0;0.2363468867;5.7557478505;0.6300982646;0;0.2084779406;3.15628125;8;"Hypoptopoma_thoracatum"
"Hypopygus_hoedemani";"Hypopygus.hoedemani";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Hypopygus_hoedemani"
"Hypopygus_lepturus";"Hypopygus.lepturus";"Hypopygus.lepturus";0.2629428193;0.430622423;0.2370130825;0.5918820828;8.2957682147;0.4199071674;0.3995738468;0.0648173117;0;8;"Hypopygus_lepturus"
"Hypopygus_neblinae";"Hypopygus.neblinae";"Hypopygus.neblinae";0.2131590432;0.4360937957;0.3419027854;0.5600872066;8.8071866429;0.5226309491;0.3902125902;0.0648061339;0.271866011;12;"Hypopygus_neblinae"
"Hypopygus_nijsseni";"Hypopygus.nijsseni";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Hypopygus_nijsseni"
"Hypopygus_ortegai";"Hypopygus.ortegai";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Hypopygus_ortegai"
"Hyporhamphus_brederi";"Hyporhamphus.brederi";"Hyporhamphus.brederi";0.5897110118;0.6618929392;0.9115790449;0.6173328265;7.0178896513;0.68296724;0.5376563247;0.1271680518;3.2013629615;5;"Hyporhamphus_brederi"
"Hyporhamphus_unifasciatus";"Hyporhamphus.unifasciatus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO_INFO"
"Hypostomus_alatus";"Hypostomus.alatus";"Hypostomus.alatus";0.3061122892;0;0;0.544329349;5.4800092572;0.662880947;0;0.2878075371;3.0358883227;27;"NO_INFO"
"Hypostomus_bolivianus";"Hypostomus.bolivianus";"Hypostomus.bolivianus";0.3246018905;0.2724257899;0.3456734797;0.5233377836;4.5679333932;0.5352970911;0.2561974509;0.1999471321;2.5068090296;15;"Hypostomus_bolivianus"
"Hypostomus_carinatus";"Hypostomus.carinatus";"Hypostomus.carinatus";0.3279293933;0;0;0.5451573034;4.2134831461;0.8427752809;0;0.2615653333;4.9652759866;25;"Hypostomus_carinatus"
"Hypostomus_cochliodon";"Hypostomus.cochliodon";"Hypostomus.cochliodon";0.3056681256;0;0;0.5478647916;3.7420010321;0.5969229777;0;0.2776662041;3.0384615385;23;"NO_INFO"
"Hypostomus_ericius";"Hypostomus.ericius";"Hypostomus.ericius";0.2134831461;0;0;0.5765765766;3.8322612613;0.8018018018;0;0.3455090848;3.4254091118;30.6957823319;"Hypostomus_ericius"
"Hypostomus_faveolus";"Hypostomus.faveolus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Hypostomus_faveolus"
"Hypostomus_fonchii";"Hypostomus.fonchii";"Hypostomus.fonchii";0.3187788678;0.2482095064;0.2842900902;0.5576212634;4.7203877613;0.580959466;0.2447141605;0.1993411641;2.7678583207;14;"Hypostomus_fonchii"
"Hypostomus_hemicochliodon";"Hypostomus.hemicochliodon";"Hypostomus.hemicochliodon";0.2722504211;0;0;0.5121653427;4.2880479553;0.6506251839;0;0.3018955306;3.9938134037;23;"Hypostomus_hemicochliodon"
"Hypostomus_hoplonites";"Hypostomus.hoplonites";"Hypostomus.hoplonites";0.2573451861;0;0;0.6421017877;4.8707702467;0.6887127966;0;0.2905393104;1.8572321429;32;"Hypostomus_hoplonites"
"Hypostomus_kopeyaka";"Hypostomus.kopeyaka";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Hypostomus_kopeyaka"
"Hypostomus_latirostris";"Hypostomus.latirostris";"Hypostomus.latirostris";0.3397755074;0;0;0.6398184263;5.0167841237;0.7756840007;0;0.2812808303;3.296168717;26;"Hypostomus_latirostris"
"Hypostomus_levis";"Hypostomus.levis";"Hypostomus.levis";0.2510484736;0;0;0.5054990662;4.2634646947;0.7736799411;0;0.3100149556;3.007265503;16;"Hypostomus_levis"
"Hypostomus_longiradiatus";"Hypostomus.longiradiatus";"Hypostomus.longiradiatus";0.3308443469;0.3013289295;0.3542385401;0.511701627;4.9050061716;0.5249077336;0.255259279;0.1681786747;2.5764414999;40;"NO_INFO"
"Hypostomus_macushi";"Hypostomus.macushi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Hypostomus_macushi"
"Hypostomus_niceforoi";"Hypostomus.niceforoi";"Hypostomus.niceforoi";0.1437416469;0;0;0.6410520445;4.9273501523;0.7865233621;0;0.3226788167;4.6987037484;14;"Hypostomus_niceforoi"
"Hypostomus_oculeus";"Hypostomus.oculeus";"Hypostomus.oculeus";0.2752089552;0;0;0.5606060606;3.6868787879;0.6767676768;0;0.3437880992;2.4466003277;22;"Hypostomus_oculeus"
"Hypostomus_pantherinus";"Hypostomus.pantherinus";"Hypostomus.pantherinus";0.3047471162;0.2421492296;0.3267898506;0.528111631;4.7535012371;0.5643283965;0.208446894;0.1915225556;2.2191738573;5;"Hypostomus_pantherinus"
"Hypostomus_plecostomus";"Hypostomus.plecostomus";"Hypostomus.plecostomus";0.3292450571;0;0;0.4708234958;4.2683734256;0.807002361;0;0.2943117149;4.3357496105;50;"Hypostomus_plecostomus"
"Hypostomus_punctatus";"Hypostomus.punctatus";"Hypostomus.punctatus";0.2378246932;0;0;0.553394815;5.7534747492;0.6782680538;0;0.2814927097;3.0078435806;30;"NO_INFO"
"Hypostomus_pyrineusi";"Hypostomus.pyrineusi";"Hypostomus.pyrineusi";0.2820158351;0;0;0.580659891;4.2094372088;0.7459138592;0;0.2741089766;3.7114384539;26;"Hypostomus_pyrineusi"
"Hypostomus_rondoni";"Hypostomus.rondoni";"Hypostomus.rondoni";0.3148310825;0.2424044833;0.3157804776;0.5342785869;4.7085378764;0.5613392573;0.2169354967;0.1969388802;2.3692969767;8;"Hypostomus_rondoni"
"Hypostomus_sculpodon";"Hypostomus.sculpodon";"Hypostomus.sculpodon";0.3775858209;0;0;0.5461326531;4.056125;0.6836734694;0;0.319853258;3.4338696537;24;"Hypostomus_sculpodon"
"Hypostomus_soniae";"Hypostomus.soniae";"Hypostomus.soniae";0.2416356877;0;0;0.5150926928;3.7152348203;0.8553082369;0;0.2716122128;2.9531165049;30.447668443;"Hypostomus_soniae"
"Hypostomus_varimaculosus";"Hypostomus.varimaculosus";"Hypostomus.varimaculosus";0.35072941;0;0;0.5642911351;4.1578005855;0.7078800911;0;0.327934255;3.7097106067;6;"Hypostomus_varimaculosus"
"Hypostomus_watwata";"Hypostomus.watwata";"Hypostomus.watwata";0.295461389;0;0;0.5106608019;5.4781349614;0.5329452699;0;0.2838204375;3.1206600768;45;"NO_INFO"
"Hypostomus_weberi";"Hypostomus.weberi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Hypostomus_weberi"
"Hypselecara_coryphaenoides";"Hypselecara.coryphaenoides";"Hypselecara.coryphaenoides";0.205955737;0.3488195044;0.2337513366;0.4833049205;2.0468835385;0.7206977885;0.3199504916;0.2180660265;2.5939324324;16;"Hypselecara_coryphaenoides"
"Hypselecara_temporalis";"Hypselecara.temporalis";"Hypselecara.temporalis";0.2172559306;0.3758779743;0.2335019493;0.5099735168;1.8210930568;0.7591996803;0.3058906401;0.2483546921;2.4292019437;15;"Hypselecara_temporalis"
"Ichthyoelephas_humeralis";"Ichthyoelephas.humeralis";"Ichthyoelephas.humeralis";0.3197189162;0.3097418141;0.385115336;0.4645658465;3.0377122643;0.4500409372;0.1710301811;0.1995732835;2.6909636364;24;"NO_INFO"
"Iguanodectes_adujai";"Iguanodectes.adujai";"Iguanodectes.adujai";0.5888789695;0.4846409962;0.3893380946;0.5031319953;5.8848968229;0.7374767217;0.2819924381;0.1415132637;3.3439409662;6;"Iguanodectes_adujai"
"Iguanodectes_geisleri";"Iguanodectes.geisleri";"Iguanodectes.geisleri";0.6323680147;0.5233891937;0.3291331265;0.4978997991;4.9750150014;0.6363304316;0.11855047;0.1657955642;3.1396663554;6;"Iguanodectes_geisleri"
"Iguanodectes_gracilis";"Iguanodectes.gracilis";"Iguanodectes.gracilis";0.6769884577;0.5464295429;0.4074960613;0.5858743627;5.5676315997;0.6488553302;0.2098137115;0.1629205647;3.3094120424;5;"Iguanodectes_gracilis"
"Iguanodectes_polylepis";"Iguanodectes.polylepis";"Iguanodectes.polylepis";0.5087654849;0.5906132479;0.3073129894;0.5536623932;4.795025641;0.6049123932;0.1858974359;0.1835048073;3.6839526047;8;"Iguanodectes_polylepis"
"Iguanodectes_purusii";"Iguanodectes.purusii";"Iguanodectes.purusii";0.5798768516;0.6698158262;0.4038986715;0.5991065406;4.5507170161;0.5423250386;0.2236194398;0.200230635;2.7836380844;8;"Iguanodectes_purusii"
"Iguanodectes_rachovii";"Iguanodectes.rachovii";"Iguanodectes.rachovii";0.5278340812;0.5133921913;0.3652922081;0.5186931642;3.19275465;0.5364667965;0.1836639458;0.177608152;2.9522745479;6;"Iguanodectes_rachovii"
"Iguanodectes_spilurus";"Iguanodectes.spilurus";"Iguanodectes.spilurus";0.5727149821;0.5719372907;0.3749798445;0.5318884453;5.3891618772;0.5895304114;0.2300925723;0.171552392;3.7083958333;10;"Iguanodectes_spilurus"
"Iguanodectes_variatus";"Iguanodectes.variatus";"Iguanodectes.variatus";0.558395199;0.4310193982;0.2839442303;0.4499323318;3.9448948066;0.5284821807;0.1597995926;0.1881672922;3.32869058;10;"Iguanodectes_variatus"
"Ilisha_amazonica";"Ilisha.amazonica";"Ilisha.amazonica";0.3679833117;0.6480263158;0.4623428695;0.6259398496;2.9078383459;0.462556391;0.2738721805;0.179673814;2.6336822293;17;"Ilisha_amazonica"
"Imparfinis_cochabambae";"Imparfinis.cochabambae";"Imparfinis.cochabambae";0.3549596963;0.4730163978;0.3464755078;0.7019249646;7.0427046631;0.6832229467;0.2238145917;0.2156748826;2.5213942491;17.638;"Imparfinis_cochabambae"
"Imparfinis_guttatus";"Imparfinis.guttatus";"Imparfinis.guttatus";0.3571428571;0.195500867;0.2142857143;0.4655319857;6.1524692971;0.4988478989;0.241834335;0.1508877396;2.5526791602;35.185;"Imparfinis_guttatus"
"Imparfinis_hasemani";"Imparfinis.hasemani";"Imparfinis.hasemani";0.3411448461;0.4902176172;0.2624668298;0.8107353858;7.5409553781;0.8614731467;0.3456639848;0.1589003236;2.1651887931;16.7574;"Imparfinis_hasemani"
"Imparfinis_longicaudus";"Imparfinis.longicaudus";"Imparfinis.longicaudus";0.3246018905;0.2724257899;0.3456734797;0.5233377836;4.5679333932;0.5352970911;0.2561974509;0.1999471321;2.5068090296;15;"Imparfinis_longicaudus"
"Imparfinis_minutus";"Imparfinis.minutus";"Imparfinis.minutus";0.26925;0.2971414988;0.35355;0.5300112914;6.2994592025;0.5942829976;0.3095917276;0.1624418638;3.4057465537;12;"NO_INFO"
"Imparfinis_nemacheir";"Imparfinis.nemacheir";"Imparfinis.nemacheir";0.33615;0.2995060682;0.32802;0.5560657742;5.6827165554;0.6947001327;0.2839934142;0.2188237308;2.5893131983;5;"Imparfinis_nemacheir"
"Imparfinis_parvus";"Imparfinis.parvus";"Imparfinis.parvus";0.3954825756;0.1989817959;0.307995124;0.4836065905;6.5169021079;0.5630402397;0.3247715904;0.1544371191;2.1940795964;8;"Imparfinis_parvus"
"Imparfinis_pristos";"Imparfinis.pristos";"Imparfinis.pristos";0.3736305148;0.4300092307;0.368201728;0.7485979351;6.3880946656;0.7101390817;0.2803741942;0.1444785522;2.1384411431;3;"Imparfinis_pristos"
"Imparfinis_pseudonemacheir";"Imparfinis.pseudonemacheir";"Imparfinis.pseudonemacheir";0.3828219076;0.4148358749;0.2884192169;0.6091895956;5.2893395052;0.5658732583;0.2035174699;0.2161019773;4.7920035279;19.5739;"Imparfinis_pseudonemacheir"
"Imparfinis_stictonotus";"Imparfinis.stictonotus";"Imparfinis.stictonotus";0.4070636364;0.3617386431;0.2831363636;0.6484886694;5.6391077954;0.6421257866;0.2818932203;0.180481008;4.5080555592;15.773;"Imparfinis_stictonotus"
"Inpaichthys_kerri";"Inpaichthys.kerri";"Inpaichthys.kerri";0.4556199721;0.5079799198;0.1592437793;0.5228241899;3.1215970635;0.6005451896;0.12505173;0.1819337249;3.03235818;3;"Inpaichthys_kerri"
"Iracema_caiana";"Iracema.caiana";"Iracema.caiana";0.2931776557;0.5646784776;0.2289377289;0.6337700083;16.8717756929;0.4667364777;0.3491761588;0.0266301532;0;50.319;"Iracema_caiana"
"Ituglanis_amazonicus";"Ituglanis.amazonicus";"Ituglanis.amazonicus";0.189318244;0.2349776366;0.4485173237;0.4571484133;5.556130717;0.4402207632;0.3097074702;0.0882548529;1.4109589041;6;"Ituglanis_amazonicus"
"Ituglanis_gracilior";"Ituglanis.gracilior";"Ituglanis.gracilior";0.3080442817;0.211604754;0.3166447406;0.5176562247;4.6160557967;0.5738755258;0.2021113054;0.1990099106;2.0580517257;3;"Ituglanis_gracilior"
"Ituglanis_laticeps";"Ituglanis.laticeps";"Ituglanis.laticeps";0.2350740109;0.2612645469;0.346397064;0.5282152449;7.0856901296;0.6025330725;0.1458837572;0.1620408822;1.5197567059;9;"NO_INFO"
"Ituglanis_parkoi";"Ituglanis.parkoi";"Ituglanis.parkoi";0.3107952173;0.26492953;0.3072253653;0.5210802179;4.6632038521;0.5502852765;0.248834592;0.1974199138;2.6182185349;17;"Ituglanis_parkoi"
"Jenynsia_alternimaculata";"Jenynsia.alternimaculata";"Jenynsia.alternimaculata";0.4249960147;0.7031806105;0.1565173495;0.6692179208;3.4507685477;0.5305199061;0.5027027789;0.1707339987;1.8969412012;13.648;"NO_INFO"
"Jupiaba_abramoides";"Jupiaba.abramoides";"Jupiaba.abramoides";0.4681905604;0.5106011684;0.3534491667;0.5296489289;2.8235610791;0.5070777774;0.1996086027;0.1920957764;2.7212258058;12;"Jupiaba_abramoides"
"Jupiaba_acanthogaster";"Jupiaba.acanthogaster";"Jupiaba.acanthogaster";0.5109891304;0.5195805541;0.3548913043;0.5529064648;2.5051367957;0.4656011822;0.2000414992;0.174369697;3.2404949469;8.1838;"NO_INFO"
"Jupiaba_anteroides";"Jupiaba.anteroides";"Jupiaba.anteroides";0.4329840881;0.554052157;0.3262590296;0.5924381787;2.8050949314;0.5449407412;0.1744322673;0.1975527004;3.5700761812;9.34;"Jupiaba_anteroides"
"Jupiaba_apenima";"Jupiaba.apenima";"Jupiaba.apenima";0.4381791343;0.6298009683;0.5028522451;0.6508622599;2.942821884;0.6645255197;0.1950511027;0.1925707835;2.9992501875;9.2217;"Jupiaba_apenima"
"Jupiaba_asymmetrica";"Jupiaba.asymmetrica";"Jupiaba.asymmetrica";0.4383141343;0.6216353442;0.5095675757;0.596516933;2.4081179688;0.529546592;0.2046320004;0.1687018072;3.5789473684;13.6272;"Jupiaba_asymmetrica"
"Jupiaba_atypindi";"Jupiaba.atypindi";"Jupiaba.atypindi";0.5494247046;0.5168083864;0.1642373287;0.5772098548;2.6915229895;0.4765474521;0.1946269538;0.1693002032;2.5119036548;7.58;"Jupiaba_atypindi"
"Jupiaba_citrina";"Jupiaba.citrina";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Jupiaba_citrina"
"Jupiaba_iasy";"Jupiaba.iasy";"Jupiaba.iasy";0.5394644537;0.504201051;0.3772659616;0.5825173943;2.8723162009;0.5595397101;0.2392407125;0.2026920806;2.5743925616;8.3328;"Jupiaba_iasy"
"Jupiaba_kurua";"Jupiaba.kurua";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Jupiaba_kurua"
"Jupiaba_meunieri";"Jupiaba.meunieri";"Jupiaba.meunieri";0.4116484757;0.5354557302;0.3653556643;0.565307588;2.1702970824;0.4522673475;0.2388042235;0.1902452176;3.5273547659;9;"NO_INFO"
"Jupiaba_minor";"Jupiaba.minor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Jupiaba_minor"
"Jupiaba_mucronata";"Jupiaba.mucronata";"Jupiaba.mucronata";0.5620626316;0.5013215499;0.3417787114;0.5040637579;3.1897029806;0.5373482762;0.1770026745;0.1710996564;3.2391449577;4;"NO_INFO"
"Jupiaba_paranatinga";"Jupiaba.paranatinga";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Jupiaba_paranatinga"
"Jupiaba_pirana";"Jupiaba.pirana";"Jupiaba.pirana";0.5132418007;0.6003012726;0.1236577543;0.6269343956;3.2470513328;0.6124764145;0.1626716982;0.143883705;2.9224714095;7.94;"Jupiaba_pirana"
"Jupiaba_poekotero";"Jupiaba.poekotero";"Jupiaba.poekotero";0.530741633;0.5188414309;0.3599094142;0.5191519468;3.2782343892;0.5397883519;0.181053777;0.1822900543;2.9197474691;6.8;"Jupiaba_poekotero"
"Jupiaba_polylepis";"Jupiaba.polylepis";"Jupiaba.polylepis";0.5052316891;0.6031209035;0.4003195712;0.5720664251;2.7019399747;0.5552884203;0.164087857;0.1920933879;3.384452438;7.4672;"Jupiaba_polylepis"
"Jupiaba_poranga";"Jupiaba.poranga";"Jupiaba.poranga";0.4422047537;0.534244305;0.2318079955;0.5441998423;2.491844689;0.4921933043;0.145155391;0.189753634;2.4084586297;8.53;"Jupiaba_poranga"
"Jupiaba_scologaster";"Jupiaba.scologaster";"Jupiaba.scologaster";0.5952567851;0.5711991612;0.2481405891;0.5820374152;2.6632746537;0.5624082556;0.1837978037;0.196700455;3.9260021851;4;"Jupiaba_scologaster"
"Jupiaba_yarina";"Jupiaba.yarina";"Jupiaba.yarina";0.5485955032;0.5736419672;0.4377569071;0.5814379148;2.8035773647;0.4686660178;0.2377373529;0.2055007143;2.2239605083;8.086;"Jupiaba_yarina"
"Jupiaba_zonata";"Jupiaba.zonata";"Jupiaba.zonata";0.5037727276;0.508973227;0.3635722187;0.5269997999;3.1256983042;0.5159960819;0.1873841594;0.1809743937;2.901793476;8;"Jupiaba_zonata"
"Jurengraulis_juruensis";"Jurengraulis.juruensis";"Jurengraulis.juruensis";0.4845085045;0.5725948331;0.6433671674;0.6012373457;3.9074472046;0.5263706466;0.251071733;0.1601451281;2.7450134121;16;"Jurengraulis_juruensis"
"Klausewitzia_ritae";"Klausewitzia.ritae";"Klausewitzia.ritae";0.5740824262;0.4488572661;0.4975437912;0.4488572661;4.5898145752;0.707520483;0.1637269099;0.1697089449;4.2791222313;2;"Klausewitzia_ritae"
"Knodus_borki";"Knodus.borki";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Knodus_borki"
"Knodus_breviceps";"Knodus.breviceps";"Knodus.breviceps";0.5217391304;0.5601090859;0.4869710145;0.6033707307;3.0253581324;0.42864065;0.2861083156;0.1684257213;2.4844720497;9;"Knodus_breviceps"
"Knodus_caquetae";"Knodus.caquetae";"Knodus.caquetae";0.5359664313;0.6741695776;0.4750804011;0.639113295;3.1366802102;0.4537929784;0.3358304656;0.2029838172;3.2853664223;6;"NO_INFO"
"Knodus_delta";"Knodus.delta";"Knodus.delta";0.4102998019;0.6099916002;0.3984261177;0.6403246945;3.2992515208;0.5909159779;0.3069105537;0.1897167538;2.9058889961;8.8729;"Knodus_delta"
"Knodus_dorsomaculatus";"Knodus.dorsomaculatus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Knodus_dorsomaculatus"
"Knodus_gamma";"Knodus.gamma";"Knodus.gamma";0.4360389063;0.5257519627;0.4104579571;0.5395378332;2.5205649849;0.4661315281;0.1815902938;0.1970703569;2.9727462541;11.0117;"Knodus_gamma"
"Knodus_heteresthes";"Knodus.heteresthes";"Knodus.heteresthes";0.514181091;0.6189266723;0.363573716;0.6403442485;3.7153722362;0.5178211587;0.2835922194;0.1450581072;3.0812691287;8.8642;"Knodus_heteresthes"
"Knodus_hypopterus";"Knodus.hypopterus";"Knodus.hypopterus";0.4999898651;0.5003820365;0.4013215904;0.5395454704;3.0956136847;0.5290548819;0.2158224777;0.2039696293;2.5202834556;4;"Knodus_hypopterus"
"Knodus_longus";"Knodus.longus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO_INFO"
"Knodus_megalops";"Knodus.megalops";"Knodus.megalops";0.4984416609;0.6775876439;0.3669198146;0.6221972979;2.8126164041;0.5216447321;0.1794861241;0.1814636431;2.614287176;9.5573;"Knodus_megalops"
"Knodus_moenkhausii";"Knodus.moenkhausii";"Knodus.moenkhausii";0.5403563218;0.5268805463;0.350908046;0.515553226;3.8073263593;0.6333398851;0.1690143921;0.1368811914;2.6530612245;8.0232;"Knodus_moenkhausii"
"Knodus_orteguasae";"Knodus.orteguasae";"Knodus.orteguasae";0.4627181859;0.5253178711;0.340205878;0.5066689029;3.3384448278;0.535349179;0.216000575;0.1674808612;2.9333333333;10.0087;"Knodus_orteguasae"
"Knodus_pasco";"Knodus.pasco";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Knodus_pasco"
"Knodus_septentrionalis";"Knodus.septentrionalis";"Knodus.septentrionalis";0.5247836349;0.7061091889;0.4592512457;0.6517436588;3.6291082292;0.5371226328;0.2236602308;0.2151478027;3.1339493165;13.914;"Knodus_septentrionalis"
"Knodus_shinahota";"Knodus.shinahota";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Knodus_shinahota"
"Knodus_smithi";"Knodus.smithi";"Knodus.smithi";0.5478668801;0.4905230352;0.5159272596;0.5637127371;2.9078915989;0.5095149051;0.2330623306;0.2200124509;2.9829647719;8.5554;"Knodus_smithi"
"Knodus_tiquiensis";"Knodus.tiquiensis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Knodus_tiquiensis"
"Knodus_victoriae";"Knodus.victoriae";"Knodus.victoriae";0.4655597997;0.5062328361;0.2960533127;0.5393376429;3.0427720628;0.5985642625;0.1795422078;0.1656154869;2.812115036;6.5272;"Knodus_victoriae"
"Kryptolebias_campelloi";"Kryptolebias.campelloi";"Kryptolebias.campelloi";0.5616782063;0.5661864165;0.3031104446;0.5040625178;4.0776319492;0.5418711645;0.3831319486;0.1721948895;2.0765064563;6;"NO_INFO"
"Laemolyta_fasciata";"Laemolyta.fasciata";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Laemolyta_fasciata"
"Laemolyta_fernandezi";"Laemolyta.fernandezi";"Laemolyta.fernandezi";0.4538536977;0.4851359787;0.1948674137;0.4227378554;3.9397791918;0.5384520946;0.2499208652;0.1676080847;2.7560463218;15;"Laemolyta_fernandezi"
"Laemolyta_garmani";"Laemolyta.garmani";"Laemolyta.garmani";0.5731098431;0.6050061524;0.3331312411;0.4525158244;5.0829518119;0.6216674611;0.2003347781;0.1772040094;3.093960876;21;"Laemolyta_garmani"
"Laemolyta_macra";"Laemolyta.macra";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO_INFO"
"Laemolyta_nitens";"Laemolyta.nitens";"Laemolyta.nitens";0.6319347826;0.5772795591;0.2834347826;0.4091182365;5.5491107214;0.5761523046;0.1773171343;0.105290481;4.5443372744;7.698;"NO_INFO"
"Laemolyta_proxima";"Laemolyta.proxima";"Laemolyta.proxima";0.6170580873;0.4855823843;0.2874917176;0.3965863746;4.0049223779;0.3956252002;0.2041621763;0.1605333779;2.8023723667;25;"Laemolyta_proxima"
"Laemolyta_taeniata";"Laemolyta.taeniata";"Laemolyta.taeniata";0.6706693691;0.4905752624;0.3365456933;0.439599213;4.803411755;0.4620889931;0.2094647927;0.1230219656;3.0095129041;29;"Laemolyta_taeniata"
"Laemolyta_varia";"Laemolyta.varia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO_INFO"
"Laetacara_curviceps";"Laetacara.curviceps";"Laetacara.curviceps";0.4018077024;0.528118795;0.2253689634;0.5941349788;2.385939535;0.611215492;0.3302303734;0.2531023421;2.3901909616;7;"Laetacara_curviceps"
"Laetacara_dorsigera";"Laetacara.dorsigera";"Laetacara.dorsigera";0.3983030407;0.5028300144;0.2070979413;0.5688546318;2.2684222534;0.6305880564;0.3580647264;0.2682011053;2.0516551426;4;"Laetacara_dorsigera"
"Laetacara_flavilabris";"Laetacara.flavilabris";"Laetacara.flavilabris";0.3217722047;0.3844508538;0.2119993748;0.5676306184;2.4200975012;0.5878455295;0.3550575563;0.221650126;1.6974947898;8;"Laetacara_flavilabris"
"Laetacara_fulvipinnis";"Laetacara.fulvipinnis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Laetacara_fulvipinnis"
"Laetacara_thayeri";"Laetacara.thayeri";"Laetacara.thayeri";0.4443018868;0.4266822181;0.1606509434;0.6240601934;2.3260435784;0.6060502107;0.3891642796;0.2950529948;2.011930885;12;"Laetacara_thayeri"
"Laimosemion_amanapira";"Laimosemion.amanapira";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Laimosemion_amanapira"
"Laimosemion_breviceps";"Laimosemion.breviceps";"Laimosemion.breviceps";0.583136268;0.6892884442;0.3741385171;0.4477945788;5.2046715142;0.6775459606;0.352788993;0.146535387;2.0919499933;4;"Laimosemion_breviceps"
"Laimosemion_corpulentus";"Laimosemion.corpulentus";"Laimosemion.corpulentus";0.4960494954;0.6303397749;0.4107233986;0.5651496006;3.5385999791;0.4827127505;0.3782284989;0.1732578434;1.4524998951;4;"NO_INFO"
"Laimosemion_dibaphus";"Laimosemion.dibaphus";"Laimosemion.dibaphus";0.5262660256;0.5151918033;0.2752692308;0.4857816539;4.2887209644;0.5908923042;0.4015037452;0.1951756429;2.1271306818;5;"Laimosemion_dibaphus"
